negation,Condition,Language,Message
False,equal/far,English,green
False,further/split,English,army green
False,equal/far,English,least bright purplish grey
False,closer/close,English,bright grass green
False,further/split,English,blue
False,equal/far,English,blue
True,closer/close,English,brown not orangish and not the lightest tan
False,further/split,English,bright green
False,further/split,English,Howdy
False,further/split,English,darker pink
False,equal/far,English,green
False,equal/far,English,pink
False,further/split,English,red
False,equal/far,English,orange
False,further/split,English,brighter pink
False,closer/close,English,Oh geez
False,closer/close,English,purply blue
False,equal/far,English,pink-purple
False,equal/far,English,mauve
False,further/split,English,dusty pink
False,closer/close,English,Wonder if the colors are calibrated differently for each of us
False,closer/close,English,muted mustard
False,closer/close,English,"Not the brownish one, right?"
True,closer/close,English,"right not the clearly brown, not the vibrant mustard"
False,closer/close,English,Gotcha
False,closer/close,English,pinkish
False,further/split,English,turquoisey green
False,further/split,English,grey
False,equal/far,English,teal
False,further/split,English,grey blue
False,further/split,English,dusty mauve
False,further/split,English,pea green
False,further/split,English,Good word choice
False,equal/far,English,yellow
False,closer/close,English,least vibrant green
False,equal/far,English,green
True,closer/close,English,mostly purple (not grey not blue)
False,closer/close,English,blue
True,further/split,English,"more blue green, not the darker pea green"
False,equal/far,English,green
False,equal/far,English,grey
False,equal/far,English,blue
False,further/split,English,"Miscliked, sorry!"
True,further/split,English,"lol... the medium shade, not the light not the deep"
False,equal/far,English,purple
False,closer/close,English,pea green
False,equal/far,English,grey
False,further/split,English,brown
False,equal/far,English,orange
False,equal/far,English,blue
False,closer/close,English,orange
True,further/split,English,"grey-blue, not hte green leaning"
True,closer/close,English,"orchid, not mauve not hot pink"
False,closer/close,English,The washed-out looking one?
False,closer/close,English,"no, the purple leaning one"
False,closer/close,English,Got it!
False,closer/close,English,"brown, and good job!"
True,closer/close,English,"not the pea-ish green, not the neon yellowish one,"
False,closer/close,English,this ones hard
False,closer/close,English,Leaning turquoise?
False,closer/close,English,kinda yea
False,closer/close,English,Sweet
True,closer/close,English,"orange, not salmon"
True,closer/close,English,"brown, not leaning yellow, more grey leaning"
False,equal/far,English,orange
False,further/split,English,purple
False,further/split,English,purple
False,closer/close,English,green
False,equal/far,English,blue
False,closer/close,English,brightest yellow leaning green
False,closer/close,English,Hm
False,closer/close,English,"the grey leaning pink, more muted"
False,equal/far,English,jealoushy
False,further/split,English,grape
False,closer/close,English,rainy day
False,further/split,English,lime
False,closer/close,English,caribbean water
False,equal/far,English,pumpkin
False,equal/far,English,grape
False,equal/far,English,lime
False,further/split,English,skies
False,closer/close,English,pale plum
False,equal/far,English,skies
False,further/split,English,pale plum
False,further/split,English,boring drab
False,further/split,English,skies
True,further/split,English,not blue or gray
False,closer/close,English,light lime
False,equal/far,English,pumpkin
False,further/split,English,darker purple
False,closer/close,English,gray
False,further/split,English,slate
False,closer/close,English,drab
False,closer/close,English,drab
False,closer/close,English,pale yellow
False,closer/close,English,gray
False,closer/close,English,brightest
False,equal/far,English,pumpkin
False,further/split,English,robin's egg
False,further/split,English,grape
False,equal/far,English,gray
False,equal/far,English,pink
False,further/split,English,yellow
False,closer/close,English,brighter pink
False,closer/close,English,darker blue
False,closer/close,English,green
False,closer/close,English,purple
False,equal/far,English,blue
False,further/split,English,green
False,equal/far,English,blue
False,further/split,English,brown?
False,equal/far,English,purple
False,equal/far,English,light blue
False,closer/close,English,dull green
False,equal/far,English,mustard
False,further/split,English,dark blue
False,equal/far,English,green
False,equal/far,English,brown
False,closer/close,English,medium blue
False,further/split,English,green
False,closer/close,English,dull green
False,equal/far,English,dull gray
False,further/split,English,gray
False,further/split,English,grey
False,closer/close,English,light green
False,equal/far,English,purple
False,further/split,English,grey
False,further/split,English,grey
False,further/split,English,gold
False,equal/far,English,purple
False,closer/close,English,pink
