specificity,Condition,Language,Message
0,closer/close,English,purple
0,equal/far,English,blue
0,equal/far,English,green
0,further/split,English,darker orange
0,further/split,English,blackest grey
0,further/split,English,purple
0,equal/far,English,orange
0,further/split,English,grey
0,equal/far,English,dull green
0,closer/close,English,bright bright green
0,equal/far,English,grey
1,closer/close,English,chartreuse
0,equal/far,English,grey blue
0,equal/far,English,greenish
0,closer/close,English,army green
0,further/split,English,orange
0,further/split,English,bluer purple
0,closer/close,English,red brown purple
0,closer/close,English,army green
0,closer/close,English,grey blue
0,further/split,English,skyer blue
0,equal/far,English,purple
0,closer/close,English,grey
0,closer/close,English,bright blue
0,further/split,English,purple red
1,closer/close,English,grey silver
0,equal/far,English,orange
1,further/split,English,grey silver
0,closer/close,English,greener
0,equal/far,English,yellower
0,further/split,English,army green
0,further/split,English,blue
0,equal/far,English,red
0,equal/far,English,Orange
0,further/split,English,Lighter blue
0,further/split,English,Purple
0,equal/far,English,neon green
0,further/split,English,Red - but not the bright one.
0,further/split,English,"purple, not bluish purple"
0,further/split,English,neon green again
0,equal/far,English,dark yellow
0,equal/far,English,greenish
1,equal/far,English,magenta - bright
0,equal/far,English,neon green
1,closer/close,English,aqua - not the olive one or the blue grey.
0,closer/close,English,grey or blue grey
0,further/split,English,light purple
0,closer/close,English,purple greyish not.  Not olive or blue grey
1,closer/close,English,hard one.  more tan of the two greyish ones.
0,equal/far,English,grey
1,closer/close,English,drab green?
0,closer/close,English,Olive green.  Other two are orange and what i'll call darkish neon green (yellowish)
0,closer/close,English,not yellow two.  The right one is the olive green.
0,further/split,English,the green-grey one.  The others to me are blue and pure grey.
0,closer/close,English,Blue
0,equal/far,English,brown?
0,further/split,English,BLue
0,equal/far,English,purple
0,further/split,English,to me darker of the two greens.
1,equal/far,English,neon magenta
0,further/split,English,tan/brown.  Not purplish or greenish.
0,equal/far,English,brown?
1,further/split,English,neon magenta again.
0,closer/close,English,grey
0,equal/far,English,red
0,equal/far,English,grey
0,closer/close,English,green neon or olive
0,closer/close,English,"green, neon or olive"
0,closer/close,English,green
0,further/split,English,grey
0,further/split,English,grey (purple-grey
0,closer/close,English,same green we keep missing.....
0,closer/close,English,"id say khaki, neon or green"
0,closer/close,English,the brighter of any color is the 'neon'
0,closer/close,English,not khaki.  To me it is the greener one.
0,equal/far,English,Orange
0,further/split,English,orange - not red-orange
1,equal/far,English,Greenish one.  Others are grey and magenta...
0,further/split,English,"oh, and i'm color blind"
1,further/split,English,Ok.  NOT magenta.  Ha!
0,further/split,English,prison cell gray vs slate gray
0,further/split,English,slate = a little blue
0,equal/far,English,purple
1,closer/close,English,OK.  Not Neon Magenta.
0,closer/close,English,It is the darker purple one.
0,further/split,English,dark purple.
0,closer/close,English,blue square is the target
0,closer/close,English,the lighest purple is the target
0,further/split,English,light green is the target
0,closer/close,English,sky blue is the target
0,equal/far,English,green is the one
0,equal/far,English,bright green is the one
0,equal/far,English,purple is the target
0,equal/far,English,light or dark purple?
0,equal/far,English,green is the one
0,further/split,English,sky blue
0,further/split,English,Is it a darker shade or lighter shade of blue
0,further/split,English,more greenish
0,closer/close,English,kind of like leaf green
0,further/split,English,dull orange
0,equal/far,English,purple
0,equal/far,English,gray
0,further/split,English,dark blue
0,equal/far,English,light blue
0,closer/close,English,dark green
0,equal/far,English,purple
0,further/split,English,grayish blue
0,further/split,English,gray
0,closer/close,English,lightest blue
0,equal/far,English,pink
0,closer/close,English,lightest out of the colors
0,closer/close,English,bright yellow
0,closer/close,English,medium blue
0,further/split,English,pinkish purple
0,equal/far,English,green
0,equal/far,English,gray
0,further/split,English,bright orange
0,further/split,English,blue
0,closer/close,English,medium pink
0,further/split,English,dull yellow
0,further/split,English,bright blue
0,closer/close,English,lightest color
1,equal/far,English,violet
1,closer/close,English,bright violet
0,equal/far,English,bright pink
0,closer/close,English,medium purple
0,equal/far,English,bright pink
0,further/split,English,bright green
0,further/split,English,light blue
0,further/split,English,light pink
0,closer/close,English,medium gray
0,equal/far,English,dullest color
0,equal/far,English,bright pink
0,closer/close,English,bright purple
0,further/split,English,dull orange
0,closer/close,English,medium blue
0,equal/far,English,orange
0,further/split,English,purple
0,closer/close,English,color of the sky
0,further/split,English,bright color of the sky
0,equal/far,English,color of the sky on a dreary day
0,equal/far,English,color of the grass
0,closer/close,English,lighter color of the sky
0,further/split,English,paler miss piggy
0,further/split,English,bright or pastel?
0,further/split,English,pastel
0,further/split,English,pastel grass
0,equal/far,English,bright like jewel tone
0,equal/far,English,color of some fruit?
0,closer/close,English,black and white together
0,further/split,English,color of the sky
0,closer/close,English,pastel
0,closer/close,English,brighter tone or darker?
0,closer/close,English,darker sandy
0,closer/close,English,paler like sky
0,equal/far,English,ocean darker
0,closer/close,English,darkest sky most different
0,closer/close,English,middle tone
1,further/split,English,mauve
0,further/split,English,"not gray, not pink"
0,further/split,English,green
0,further/split,English,pink
0,equal/far,English,green
1,further/split,English,mauve
0,further/split,English,yellow
0,further/split,English,blue
0,further/split,English,pinkish gray
0,closer/close,English,green
0,closer/close,English,blue
0,closer/close,English,purple
0,equal/far,English,purple
0,closer/close,English,pink
0,closer/close,English,pink
0,closer/close,English,purple
0,further/split,English,red
0,closer/close,English,grayest
0,closer/close,English,the darkest one
0,equal/far,English,green
0,closer/close,English,purple
0,equal/far,English,purple
0,closer/close,English,darkest
0,closer/close,English,grayest
0,further/split,English,blue bright
0,equal/far,English,pink
0,equal/far,English,gray
1,equal/far,English,blue-green
0,further/split,English,blue
0,closer/close,English,bright blue
0,equal/far,English,pink
0,equal/far,English,orange
0,equal/far,English,red
0,closer/close,English,bright green
0,closer/close,English,medium pink
0,further/split,English,greenish gray
0,further/split,English,pinkish purple
0,further/split,English,gray brown
0,equal/far,English,green
0,further/split,English,dull yellow
0,closer/close,English,bright pink
0,equal/far,English,yellow
0,equal/far,English,brown
0,equal/far,English,green blue
0,equal/far,English,yellow
0,closer/close,English,gray
0,closer/close,English,grayest
0,further/split,English,dull purple
0,further/split,English,bluish purple
0,equal/far,English,blue
0,further/split,English,bluish purple
0,equal/far,English,The color on the far left
0,equal/far,English,need color name because they are all jumbled
0,equal/far,English,its like a light green color.
0,further/split,English,The color that looks like baby blue
0,closer/close,English,The color that looks purple
0,closer/close,English,The color that looks the lightest of blue
0,further/split,English,The darkest blue.
0,equal/far,English,The lightest blue
0,equal/far,English,The darkest pink
0,further/split,English,Closest looking to light gray
0,equal/far,English,Darkest pink
0,further/split,English,Darkest purple
0,further/split,English,Closest to gray
0,equal/far,English,A dark purple color
0,equal/far,English,Cloest to gray
0,equal/far,English,Closest to green
0,equal/far,English,Closest to orange
0,further/split,English,Closest to lime yellow
0,further/split,English,Lighest gray
1,further/split,English,Cloest to tan brown
