tokens,Condition,Language,Message
9,closer/close,English,right not the clearly brown not the vibrant mustard
1,closer/close,English,Gotcha
1,closer/close,English,pinkish
2,further/split,English,turquoisey green
1,further/split,English,grey
1,equal/far,English,teal
2,further/split,English,grey blue
2,further/split,English,dusty mauve
2,further/split,English,pea green
3,further/split,English,Good word choice
1,equal/far,English,yellow
3,closer/close,English,least vibrant green
1,equal/far,English,green
6,closer/close,English,mostly purple not grey not blue
1,closer/close,English,blue
8,further/split,English,more blue green not the darker pea green
1,equal/far,English,green
1,equal/far,English,grey
1,equal/far,English,blue
2,further/split,English,Miscliked sorry
10,further/split,English,lol the medium shade not the light not the deep
1,equal/far,English,purple
2,closer/close,English,pea green
1,equal/far,English,grey
1,further/split,English,brown
1,equal/far,English,orange
1,equal/far,English,blue
1,closer/close,English,orange
5,further/split,English,greyblue not hte green leaning
6,closer/close,English,orchid not mauve not hot pink
4,closer/close,English,The washedout looking one
5,closer/close,English,no the purple leaning one
2,closer/close,English,Got it
4,closer/close,English,brown and good job
9,closer/close,English,not the peaish green not the neon yellowish one
3,closer/close,English,this ones hard
2,closer/close,English,Leaning turquoise
2,closer/close,English,kinda yea
1,closer/close,English,Sweet
3,closer/close,English,orange not salmon
7,closer/close,English,brown not leaning yellow more grey leaning
1,equal/far,English,orange
1,further/split,English,purple
1,further/split,English,purple
1,closer/close,English,green
1,equal/far,English,blue
4,closer/close,English,brightest yellow leaning green
1,closer/close,English,Hm
6,closer/close,English,the grey leaning pink more muted
1,equal/far,English,jealoushy
1,further/split,English,grape
2,closer/close,English,rainy day
1,further/split,English,lime
2,closer/close,English,caribbean water
1,equal/far,English,pumpkin
1,equal/far,English,grape
1,equal/far,English,lime
1,further/split,English,skies
2,closer/close,English,pale plum
1,equal/far,English,skies
2,further/split,English,pale plum
2,further/split,English,boring drab
1,further/split,English,skies
4,further/split,English,not blue or gray
2,closer/close,English,light lime
1,equal/far,English,pumpkin
2,further/split,English,darker purple
1,closer/close,English,gray
1,further/split,English,slate
1,closer/close,English,drab
1,closer/close,English,drab
2,closer/close,English,pale yellow
1,closer/close,English,gray
1,closer/close,English,brightest
1,equal/far,English,pumpkin
3,further/split,English,robin's egg
1,further/split,English,grape
1,equal/far,English,gray
1,equal/far,English,pink
1,further/split,English,yellow
2,closer/close,English,brighter pink
2,closer/close,English,darker blue
1,closer/close,English,green
1,closer/close,English,purple
1,equal/far,English,blue
1,further/split,English,green
1,equal/far,English,blue
1,further/split,English,brown
1,equal/far,English,purple
2,equal/far,English,light blue
2,closer/close,English,dull green
1,equal/far,English,mustard
2,further/split,English,dark blue
1,equal/far,English,green
1,equal/far,English,brown
2,closer/close,English,medium blue
1,further/split,English,green
2,closer/close,English,dull green
2,equal/far,English,dull gray
1,further/split,English,gray
1,further/split,English,grey
2,closer/close,English,light green
1,equal/far,English,purple
1,further/split,English,grey
1,further/split,English,grey
1,further/split,English,gold
1,equal/far,English,purple
1,closer/close,English,pink
1,further/split,English,blue
1,further/split,English,pink
2,further/split,English,bright green
1,closer/close,English,pink
1,equal/far,English,yellow
1,further/split,English,blue/green
1,further/split,English,yellow/green
1,equal/far,English,green
1,closer/close,English,purple/pink
1,further/split,English,yellow
1,equal/far,English,yellow
1,equal/far,English,grey
1,closer/close,English,green
1,closer/close,English,purple
1,equal/far,English,green
2,closer/close,English,dark green
1,closer/close,English,green
1,equal/far,English,pink
2,closer/close,English,dark purple
2,closer/close,English,light blue
1,equal/far,English,purple
1,further/split,English,yellow
1,equal/far,English,red
1,further/split,English,pink
1,equal/far,English,grey
2,closer/close,English,bright green
1,further/split,English,blue
1,equal/far,English,yellow
1,further/split,English,pink
1,further/split,English,green
1,closer/close,English,green
2,further/split,English,bright blue
1,equal/far,English,purple
1,equal/far,English,purple
1,equal/far,English,green
1,equal/far,English,blue
1,closer/close,English,green
1,further/split,English,green
1,closer/close,English,pink
1,equal/far,English,green
1,closer/close,English,grey
2,closer/close,English,dark blue
2,further/split,English,light color
2,further/split,English,lighter blue
2,equal/far,English,bright color
2,equal/far,English,grass color
2,equal/far,English,girl color
2,equal/far,English,girl color
2,further/split,English,muted color
3,further/split,English,slightly lighter green
3,closer/close,English,yellow ish color
2,further/split,English,brighter pink
2,closer/close,English,blue color
2,further/split,English,brightest color
2,equal/far,English,matte pink
2,closer/close,English,dullest color
2,equal/far,English,light green
1,equal/far,English,pink
1,further/split,English,pink
2,further/split,English,bright teal
2,equal/far,English,redish color
2,further/split,English,brightest color
5,closer/close,English,slightly green ish yellow grey
2,further/split,English,matte green
1,further/split,English,purple
2,further/split,English,blue purple
1,further/split,English,purple
1,equal/far,English,pink
1,further/split,English,pink
2,closer/close,English,dullest color
3,closer/close,English,purple ish color
3,equal/far,English,green ish color
3,closer/close,English,mid range green
1,equal/far,English,orange
2,closer/close,English,bright pink
1,further/split,English,yellow
1,equal/far,English,orange
3,closer/close,English,bright yellow green
1,equal/far,English,grey
2,closer/close,English,brightest color
2,closer/close,English,dullest color
2,closer/close,English,brightest color
2,closer/close,English,dull pink
1,equal/far,English,blue
2,further/split,English,dull yellow
3,closer/close,English,blue ish purple
1,equal/far,English,purple
1,closer/close,English,pink
2,further/split,English,dull pink
1,equal/far,English,pink
3,closer/close,English,birght neon pink
2,equal/far,English,dull red
2,equal/far,English,pick blue
6,closer/close,English,pick the middle shade of purple
12,closer/close,English,middle shade of green not the middle box the middle color shade
5,closer/close,English,theres dark medium and light
2,closer/close,English,pick green
2,further/split,English,bright purple
1,equal/far,English,yellow
3,further/split,English,the neon green
1,further/split,English,red
3,further/split,English,the darker pink
1,closer/close,English,gray
2,closer/close,English,light purple
1,further/split,English,brown
2,closer/close,English,bluish purple
5,further/split,English,green not the yellow one
6,closer/close,English,not any of the regular greens
1,further/split,English,red
1,closer/close,English,pink
1,equal/far,English,teal
1,equal/far,English,teal
2,closer/close,English,yellowish green
2,further/split,English,bright green
1,equal/far,English,green
7,equal/far,English,not the usual blue the other one
1,equal/far,English,blue
8,further/split,English,the purple that is closer to the brown
1,equal/far,English,blue
1,equal/far,English,blue
1,closer/close,English,blue
1,equal/far,English,green
10,closer/close,English,the green that doesnt match the other green and blue
1,equal/far,English,yellow
2,further/split,English,bright green
2,further/split,English,dim purple
5,closer/close,English,brightest purple closer to pink
1,further/split,English,purple
1,closer/close,English,purple
9,closer/close,English,the purple that has no pink shading at all
2,closer/close,English,brownish gold
2,further/split,English,dim blue
2,equal/far,English,reddish brown
1,further/split,English,purple
