Value,Condition,Language,Message
0,equal/far,English,green
0,further/split,English,army green
0,equal/far,English,least bright purplish grey
0,closer/close,English,bright grass green
0,further/split,English,blue
0,equal/far,English,blue
0,closer/close,English,brown not orangish and not the lightest tan
0,further/split,English,bright green
0,further/split,English,Howdy
1,further/split,English,darker pink
0,equal/far,English,green
0,equal/far,English,pink
0,further/split,English,red
0,equal/far,English,orange
1,further/split,English,brighter pink
0,closer/close,English,Oh geez
0,closer/close,English,purply blue
0,equal/far,English,pink-purple
0,equal/far,English,mauve
0,further/split,English,dusty pink
0,closer/close,English,Wonder if the colors are calibrated differently for each of us
0,closer/close,English,muted mustard
0,closer/close,English,"Not the brownish one, right?"
0,closer/close,English,"right not the clearly brown, not the vibrant mustard"
0,closer/close,English,Gotcha
0,closer/close,English,pinkish
0,further/split,English,turquoisey green
0,further/split,English,grey
0,equal/far,English,teal
0,further/split,English,grey blue
0,further/split,English,dusty mauve
0,further/split,English,pea green
0,further/split,English,Good word choice
0,equal/far,English,yellow
0,closer/close,English,least vibrant green
0,equal/far,English,green
0,closer/close,English,mostly purple (not grey not blue)
0,closer/close,English,blue
1,further/split,English,"more blue green, not the darker pea green"
0,equal/far,English,green
0,equal/far,English,grey
0,equal/far,English,blue
0,further/split,English,"Miscliked, sorry!"
0,further/split,English,"lol... the medium shade, not the light not the deep"
0,equal/far,English,purple
0,closer/close,English,pea green
0,equal/far,English,grey
0,further/split,English,brown
0,equal/far,English,orange
0,equal/far,English,blue
0,closer/close,English,orange
0,further/split,English,"grey-blue, not hte green leaning"
0,closer/close,English,"orchid, not mauve not hot pink"
0,closer/close,English,The washed-out looking one?
0,closer/close,English,"no, the purple leaning one"
0,closer/close,English,Got it!
0,closer/close,English,"brown, and good job!"
0,closer/close,English,"not the pea-ish green, not the neon yellowish one,"
0,closer/close,English,this ones hard
0,closer/close,English,Leaning turquoise?
0,closer/close,English,kinda yea
0,closer/close,English,Sweet
0,closer/close,English,"orange, not salmon"
1,closer/close,English,"brown, not leaning yellow, more grey leaning"
0,equal/far,English,orange
0,further/split,English,purple
0,further/split,English,purple
0,closer/close,English,green
0,equal/far,English,blue
0,closer/close,English,brightest yellow leaning green
0,closer/close,English,Hm
1,closer/close,English,"the grey leaning pink, more muted"
0,equal/far,English,jealoushy
0,further/split,English,grape
0,closer/close,English,rainy day
0,further/split,English,lime
0,closer/close,English,caribbean water
0,equal/far,English,pumpkin
0,equal/far,English,grape
0,equal/far,English,lime
0,further/split,English,skies
0,closer/close,English,pale plum
0,equal/far,English,skies
0,further/split,English,pale plum
0,further/split,English,boring drab
0,further/split,English,skies
0,further/split,English,not blue or gray
0,closer/close,English,light lime
0,equal/far,English,pumpkin
1,further/split,English,darker purple
0,closer/close,English,gray
0,further/split,English,slate
0,closer/close,English,drab
0,closer/close,English,drab
0,closer/close,English,pale yellow
0,closer/close,English,gray
0,closer/close,English,brightest
0,equal/far,English,pumpkin
0,further/split,English,robin's egg
0,further/split,English,grape
0,equal/far,English,gray
0,equal/far,English,pink
0,further/split,English,yellow
1,closer/close,English,brighter pink
1,closer/close,English,darker blue
0,closer/close,English,green
0,closer/close,English,purple
0,equal/far,English,blue
0,further/split,English,green
0,equal/far,English,blue
0,further/split,English,brown?
0,equal/far,English,purple
0,equal/far,English,light blue
0,closer/close,English,dull green
0,equal/far,English,mustard
0,further/split,English,dark blue
0,equal/far,English,green
0,equal/far,English,brown
0,closer/close,English,medium blue
0,further/split,English,green
0,closer/close,English,dull green
0,equal/far,English,dull gray
0,further/split,English,gray
0,further/split,English,grey
0,closer/close,English,light green
0,equal/far,English,purple
0,further/split,English,grey
0,further/split,English,grey
0,further/split,English,gold
0,equal/far,English,purple
0,closer/close,English,pink
0,further/split,English,blue
0,further/split,English,pink
0,further/split,English,bright green
0,closer/close,English,pink
0,equal/far,English,yellow
0,further/split,English,blue/green
0,further/split,English,yellow/green
0,equal/far,English,green
0,closer/close,English,purple/pink
0,further/split,English,yellow
0,equal/far,English,yellow
0,equal/far,English,grey
0,closer/close,English,green
0,closer/close,English,purple
0,equal/far,English,green
0,closer/close,English,dark green
0,closer/close,English,green
0,equal/far,English,pink
0,closer/close,English,dark purple
0,closer/close,English,light blue
0,equal/far,English,purple
0,further/split,English,yellow
0,equal/far,English,red
0,further/split,English,pink
0,equal/far,English,grey
0,closer/close,English,bright green
0,further/split,English,blue
0,equal/far,English,yellow
0,further/split,English,pink
0,further/split,English,green
0,closer/close,English,green
0,further/split,English,bright blue
0,equal/far,English,purple
0,equal/far,English,purple
0,equal/far,English,green
0,equal/far,English,blue
0,closer/close,English,green
0,further/split,English,green
0,closer/close,English,pink
0,equal/far,English,green
0,closer/close,English,grey
0,closer/close,English,dark blue
0,further/split,English,light color
1,further/split,English,lighter blue
0,equal/far,English,bright color
0,equal/far,English,grass color
0,equal/far,English,girl color
0,equal/far,English,girl color
0,further/split,English,muted color
1,further/split,English,slightly lighter green
0,closer/close,English,yellow ish color
1,further/split,English,brighter pink
0,closer/close,English,blue color
0,further/split,English,brightest color
0,equal/far,English,matte pink
0,closer/close,English,dullest color
0,equal/far,English,light green
0,equal/far,English,pink
0,further/split,English,pink
0,further/split,English,bright teal
0,equal/far,English,redish color
0,further/split,English,brightest color
0,closer/close,English,slightly green ish yellow grey
0,further/split,English,matte green
0,further/split,English,purple
0,further/split,English,blue purple
0,further/split,English,purple
0,equal/far,English,pink
0,further/split,English,pink
0,closer/close,English,dullest color
0,closer/close,English,purple ish color
0,equal/far,English,green ish color
0,closer/close,English,mid range green
0,equal/far,English,orange
0,closer/close,English,bright pink
0,further/split,English,yellow
0,equal/far,English,orange
0,closer/close,English,bright yellow green
0,equal/far,English,grey
0,closer/close,English,brightest color
0,closer/close,English,dullest color
0,closer/close,English,brightest color
0,closer/close,English,dull pink
0,equal/far,English,blue
0,further/split,English,dull yellow
0,closer/close,English,blue ish purple
0,equal/far,English,purple
0,closer/close,English,pink
0,further/split,English,dull pink
0,equal/far,English,pink
0,closer/close,English,birght neon pink
0,equal/far,English,dull red
0,equal/far,English,pick blue
0,closer/close,English,pick the middle shade of purple
0,closer/close,English,"middle shade of green. not the middle box, the middle color shade"
0,closer/close,English,"theres dark, medium and light"
0,closer/close,English,pick green
0,further/split,English,bright purple
0,equal/far,English,yellow
0,further/split,English,the neon green
0,further/split,English,red
1,further/split,English,the darker pink
0,closer/close,English,gray
0,closer/close,English,light purple
0,further/split,English,brown
0,closer/close,English,bluish purple
0,further/split,English,"green, not the yellow one"
0,closer/close,English,not any of the regular greens
0,further/split,English,red
0,closer/close,English,pink
0,equal/far,English,teal
0,equal/far,English,teal
0,closer/close,English,yellowish green
0,further/split,English,bright green
0,equal/far,English,green
0,equal/far,English,"not the usual blue, the other one"
0,equal/far,English,blue
1,further/split,English,the purple that is closer to the brown
0,equal/far,English,blue
0,equal/far,English,blue
0,closer/close,English,blue
0,equal/far,English,green
0,closer/close,English,the green that doesnt match the other green and blue
