workerid,totalLength,gameID,thinksHuman,confused,comments,ratePartner,role,nativeEnglish,score
1325,894479,3464-e,yes,yes,Interesting and funny,okay,listener,yes,35
1326,1100148,8772-f,yes,yes,,not much,speaker,yes,44
1327,1126298,8772-f,yes,yes,This is so much fun!,loved,listener,yes,44
1328,650456,3320-c,yes,yes,,okay,speaker,yes,43
1329,983662,6089-c,yes,yes,My partner was great. He really was easy to work with and understood the level of work.,loved,speaker,yes,43
1330,1968739,6035-4,no,yes,,okay,speaker,yes,35
1331,185716,6298-4,yes,yes,I only got two tests. Not 50?,okay,speaker,yes,1
1332,885472,0082-c,yes,yes,"It was a little difficult with my partner, as it appeared he/she didn&quotechart read the instructions carefully.",not much,listener,yes,43
1333,862455,8056-d,yes,yes,None.,okay,speaker,yes,48
1334,716020,8056-d,yes,yes,"enjoyable overall, good luck with your research!",okay,listener,yes,48
1335,938959,1745-9,yes,yes,,liked,listener,yes,43
1336,831104,7174-e,yes,yes,,not much,speaker,yes,37
1337,885399,0517-a,yes,yes,,loved,listener,yes,44
1338,1007134,8578-5,yes,yes,this was fun; I love doing these experiment type things!,loved,speaker,yes,49
1339,655696,3280-4,yes,yes,,okay,listener,yes,45
1340,689805,6833-3,yes,yes,,liked,speaker,yes,40
1341,1001499,7658-c,yes,yes,,liked,speaker,yes,46
1342,656081,8816-8,yes,yes,nice to work,okay,speaker,yes,37
1343,887779,8378-2,yes,yes,,liked,listener,yes,45
1344,427070,1971-7,yes,yes,,okay,listener,yes,21
1345,948164,1624-6,yes,yes,Great!,liked,listener,yes,45
1346,710202,1642-d,yes,yes,,liked,listener,yes,47
1347,725772,1642-d,yes,yes,,liked,speaker,yes,47
1348,859654,3147-1,yes,yes,Great experiment!,loved,speaker,yes,43
1349,813597,3147-1,yes,yes,,okay,listener,yes,43
1350,745921,8330-f,yes,yes,"I really like doing these tasks, they&quotecharre so much fun!",loved,listener,yes,40
1351,712911,5089-f,yes,yes,,loved,listener,yes,42
1352,1012387,1655-b,yes,yes,,liked,speaker,yes,45
1353,856279,4307-f,yes,yes,My partner was easy to work with. It was a little difficult to get the colors down.,okay,listener,yes,36
1354,767845,9910-f,yes,yes,,liked,listener,yes,43
1355,1472862,5491-0,yes,yes,fun diversion from Turkland,loved,speaker,yes,44
1356,1289982,3824-b,yes,yes,"These are so wonderful! I smile the whole time, REALLY!!!",loved,speaker,yes,47
1357,799257,1545-9,yes,yes,Awesome!,loved,listener,yes,46
1358,1048729,5256-c,yes,yes,"We had a few misses, well maybe quite a few, but it was very fun collaborating with my partner.",loved,speaker,yes,41
1359,836934,4307-f,yes,yes,,liked,speaker,yes,36
1360,818291,9910-f,yes,yes,,okay,speaker,yes,43
1361,694757,7449-9,yes,yes,,okay,speaker,yes,42
1362,1000649,3029-f,yes,yes,Great!,loved,speaker,yes,50
1363,989478,0895-b,yes,yes,No.,okay,speaker,yes,39
1364,839811,1903-c,yes,yes,kinda fun and interesting,loved,speaker,yes,47
1365,715728,5334-3,no,yes,,okay,listener,yes,37
1366,808827,3398-5,yes,yes,,liked,speaker,yes,39
1367,756886,8080-9,yes,yes,fun!,liked,listener,yes,46
1368,588483,6141-1,yes,yes,I LOVE these HITS!,okay,speaker,yes,44
1369,820785,8330-f,yes,yes,"My partner had a great idea of how the color choosing worked. Got a few mixed up, but didn&quotechart do so bad. Learned to choose better descriptions.",okay,speaker,yes,40
1370,988779,1655-b,yes,yes,,liked,listener,yes,45
1371,1323192,4932-c,yes,yes,,not much,listener,yes,46
1372,1503667,2687-b,yes,yes,Great. :-),loved,listener,yes,45
1373,650016,6982-b,yes,yes,sorry only did 23 time expired on me I&quotecharm new at this it was my fault not my partners,liked,speaker,yes,17
1374,798753,3181-5,yes,yes,,loved,speaker,yes,42
1375,912023,1557-f,yes,yes,this was a neat experiment. i liked it very much,loved,speaker,yes,43
1376,756464,4582-d,yes,yes,,loved,listener,yes,48
1377,1162927,7193-5,yes,yes,"my partner apologized once for guessing wrong, which would be unusual for a computer (but very clever)",okay,speaker,yes,43
1378,1537063,3613-f,yes,yes,no,okay,speaker,yes,38
1379,781908,9260-e,yes,yes,,okay,speaker,yes,44
1380,807158,1903-c,yes,yes,None,not much,listener,yes,47
1381,656837,9689-6,yes,yes,Fun!,liked,speaker,yes,44
1382,686199,9713-c,yes,yes,these are SO fun!,loved,listener,yes,42
1383,1293081,7845-0,yes,yes,Thank you!,liked,listener,yes,39
1384,1283446,2375-f,yes,yes,"I tried not to mention actual colors, ie, the color of a mouse for gray, but in some instances I felt I had no choice to say an actual color name.",loved,speaker,yes,48
1385,887173,1079-0,yes,yes,No...,okay,speaker,yes,45
1386,528622,6141-1,yes,yes,None,okay,listener,yes,44
1387,720569,5089-f,yes,yes,N/A,liked,speaker,yes,42
1388,876967,4793-9,yes,yes,Thanks for letting me partake.,loved,listener,yes,45
1389,1374542,7875-f,yes,yes,,loved,speaker,yes,47
1390,1912665,3170-6,yes,yes,that was fun but I would have liked the chance to thank my partner for giving such good descriptions,loved,listener,yes,46
1391,786322,3498-f,yes,yes,,okay,speaker,yes,42
1392,1005564,1473-7,yes,yes,Great experiment and my partner was very good at describing the colors. Overall very good. Thanks for the opportunity,loved,listener,yes,50
1393,774653,4363-d,yes,yes,,liked,speaker,yes,46
1394,662435,5523-0,yes,yes,Very accurate,loved,listener,yes,48
1395,707938,2603-c,yes,yes,,okay,listener,yes,42
1396,1329172,7875-f,yes,yes,,loved,listener,yes,47
1397,626557,9245-3,yes,yes,,liked,listener,yes,35
1398,783661,3181-5,yes,yes,,liked,listener,yes,42
1399,853323,4377-5,yes,yes,Very interesting and fun!,loved,speaker,yes,45
1400,758527,1033-9,yes,yes,,loved,listener,yes,44
1401,1058850,2986-c,yes,yes,That was fun and sometimes challenging.,loved,speaker,yes,46
1402,863298,1557-f,yes,yes,,okay,listener,yes,43
1403,1204897,8727-a,yes,yes,"I enjoyed taking your survey, it was really fun. Thank you for sharing.",loved,listener,yes,47
1404,1559122,2687-b,yes,yes,This was so much fun and a great experiment,loved,speaker,yes,45
1405,796301,2580-b,yes,yes,,loved,listener,yes,47
1406,1896281,3170-6,no,yes,that was such fun!,loved,speaker,yes,46
1407,724271,8659-4,yes,yes,My partner was on par! really fun and awesome!,loved,speaker,yes,45
1408,773636,5154-3,yes,yes,,liked,listener,yes,31
1409,663673,2637-4,yes,yes,,liked,listener,yes,46
1410,713122,2637-4,yes,yes,,loved,speaker,yes,46
1411,763172,1421-1,yes,yes,,loved,speaker,yes,44
1412,1378100,2918-7,yes,yes,,not much,listener,yes,43
1413,675015,6833-3,yes,yes,"It was neat, i&quotecharm colorblind so it was harder but we did well!",okay,listener,yes,40
1414,872493,4793-9,yes,yes,,okay,speaker,yes,45
1415,1397358,3613-f,no,yes,,not much,listener,yes,38
1416,794089,2273-b,yes,yes,Great experiment!,not much,speaker,yes,39
1417,840226,4377-5,yes,yes,"That was fun, thanks!",loved,listener,yes,45
1418,1030435,1178-5,yes,yes,na,loved,speaker,yes,46
1419,649189,9689-6,yes,yes,none,loved,listener,yes,44
1420,966029,1545-9,yes,yes,no,loved,speaker,yes,46
1421,903981,0398-f,yes,yes,,liked,speaker,yes,41
1422,710762,2603-c,yes,yes,Fun,okay,speaker,no,42
1423,827253,2580-b,yes,yes,Thank you!  Very fun hit!,loved,speaker,yes,47
1424,574455,3044-f,yes,yes,,okay,listener,yes,47
1425,904960,3044-f,yes,yes,fun. we worked good together,loved,speaker,yes,47
1426,619202,7449-9,yes,yes,none,loved,listener,yes,42
1427,779318,3498-f,yes,yes,,liked,listener,yes,42
1428,1199326,8727-a,yes,yes,Awesome!,loved,speaker,yes,47
1429,972663,2679-a,yes,yes,,liked,listener,yes,41
1430,725143,4363-d,yes,yes,,liked,listener,yes,46
1431,619858,2273-b,yes,yes,Fun,liked,listener,no,39
1432,693339,3498-1,yes,yes,,loved,speaker,yes,45
1433,748665,0699-d,yes,yes,,okay,listener,yes,46
1434,1395432,5491-0,yes,yes,,loved,listener,yes,44
1435,992793,2679-a,yes,yes,None,not much,speaker,yes,41
1436,532326,3924-3,yes,yes,,loved,listener,yes,41
1437,1247033,2409-5,yes,yes,,loved,speaker,yes,47
1438,945618,1169-d,yes,yes,,loved,listener,yes,40
1439,938247,9850-2,yes,yes,,not much,speaker,yes,47
1440,516934,3498-1,yes,yes,Fun,loved,listener,no,45
1441,981796,0895-b,yes,yes,no,liked,listener,yes,39
1442,700174,8659-4,yes,yes,"i LOVE these , they are really fun",loved,listener,yes,45
1443,828870,7241-4,yes,yes,"Maybe should switch halfway. I was the listener, felt they did alot more work.",liked,listener,yes,48
1444,428210,9750-f,yes,yes,No,okay,speaker,yes,14
1445,1264635,8963-3,yes,yes,"The partner was great, helped make the challenge really fun.",loved,listener,yes,46
1446,790789,7564-3,yes,yes,Great experiment!,loved,speaker,yes,47
1447,632570,3441-c,yes,yes,,okay,speaker,yes,45
1448,549771,4941-4,yes,yes,,liked,listener,yes,45
1449,992558,3029-f,yes,yes,,loved,listener,yes,50
1450,774151,9260-e,yes,yes,,okay,listener,yes,44
1451,784552,8051-5,yes,yes,Fun,liked,listener,no,43
1452,1330877,5402-2,yes,yes,no,loved,speaker,yes,48
1453,842401,7241-4,yes,yes,,loved,speaker,yes,48
1454,1010737,2986-c,yes,yes,,liked,listener,yes,46
1455,1473564,4870-5,yes,yes,no,loved,speaker,yes,46
1456,1091642,5539-6,yes,yes,My partner collaborated very well.  I feel like he/she went above and beyond on this task.,loved,listener,yes,46
1457,1284168,3661-0,yes,yes,Finally! Perfect score!!,loved,listener,yes,50
1458,887365,8051-5,yes,yes,It was sometimes difficult to explain colors that isolated one option: harder than it looks!,okay,speaker,yes,43
1459,761122,1421-1,yes,yes,Really fun and interesting experiment!,loved,listener,yes,44
1460,1414112,4870-5,yes,yes,"Please provide an option on what to do if your partner quits in the middle of the experiment.  This partner didn&quotechart quit but my previous one did at round 32/50, forcing me to restart the entire experiment.",loved,listener,yes,46
1461,474520,6903-c,yes,yes,,not much,speaker,no,26
1462,893877,0398-f,yes,yes,,not much,listener,yes,41
1463,942651,8978-9,yes,yes,,liked,listener,yes,46
1464,569294,6634-6,yes,yes,Great experiment!,loved,listener,yes,44
1465,620004,7611-1,yes,yes,,liked,speaker,yes,45
1466,1132224,7727-b,yes,yes,This was fun.  A nice change from answering personality questions!,loved,listener,yes,46
1467,768550,0699-d,yes,yes,,loved,speaker,yes,46
1468,754635,1033-9,yes,yes,,not much,speaker,yes,44
1469,1041822,1178-5,yes,yes,It was nice to have an actual other person.,loved,listener,yes,46
1470,1379497,9674-b,yes,yes,loved my partner,loved,speaker,yes,44
1471,1402676,9674-b,yes,yes,That was a fantastic exercise. Thanks.,loved,listener,yes,44
1472,727244,8782-f,yes,yes,,loved,listener,yes,45
1473,538401,3924-3,yes,yes,Fun,okay,speaker,no,41
1474,1311448,3636-f,no,yes,,okay,speaker,yes,40
1475,831429,7311-f,yes,yes,,loved,speaker,yes,48
1476,1317914,5402-2,yes,yes,no,liked,listener,yes,48
1477,733871,4582-d,yes,yes,None,okay,speaker,yes,48
1478,1368759,9131-a,yes,yes,Thank you so much for this game!,loved,speaker,yes,46
1479,759620,6169-0,yes,yes,love these,loved,listener,yes,44
1480,520212,8994-5,yes,yes,,liked,listener,yes,44
1481,1288482,6932-d,yes,yes,no,liked,speaker,yes,47
1482,729396,0580-7,yes,yes,no.,loved,listener,yes,46
1483,1511468,8455-f,yes,yes,,loved,listener,yes,47
1484,201122,0742-4,yes,yes,"My partner left after the first round. I&quotecharm unsure if I should return this HIT or submit it. I&quotecharll submit it, which is hopefully okay. I&quotecharve done two more of these and didn&quotechart have an issue with my partners.",okay,speaker,yes,0
1485,797072,3398-5,yes,yes,,liked,listener,yes,39
1486,1379555,9131-a,yes,yes,It was a lot of fun. The colors were really hard to explain and some were really close to others so that made it even more difficult but we had a good time trying to get them right.,loved,listener,yes,46
1487,369837,6035-e,yes,yes,I only got through 10 rounds because my partner was slow.,not much,listener,yes,5
1488,718924,8773-e,yes,yes,My partner was outstanding!,loved,listener,yes,47
1489,1501508,2918-7,yes,yes,no,loved,speaker,yes,43
1490,1079620,4235-3,yes,yes,I liked my partner! They were very friendly and did well.,loved,listener,yes,46
1491,634166,3441-c,yes,yes,That was actually pretty fun!!,okay,listener,yes,45
1492,947416,0070-1,yes,yes,Thank you for the experiment!,liked,speaker,yes,39
1493,867929,9776-7,yes,yes,,okay,speaker,yes,48
1494,706057,9713-c,yes,yes,"My partner had some great acronym suggestions for dark and light, d for dark and l for light colors.",loved,speaker,yes,42
1495,1327506,5618-f,yes,yes,N/A,liked,speaker,yes,43
1496,1298873,5618-f,yes,yes,thank you!,liked,listener,no,43
1497,1259985,9300-8,yes,yes,,loved,speaker,yes,45
1498,1216413,3824-b,yes,yes,So much fun!,loved,listener,yes,47
1499,1261287,7708-f,yes,yes,,not much,listener,yes,42
1500,561031,6634-6,yes,yes,,liked,speaker,yes,44
1501,971216,1169-d,yes,yes,This was fun! I enjoyed working with my partner and it was interesting trying to explain.,liked,speaker,yes,40
1502,905350,0070-1,yes,yes,,loved,listener,yes,39
1503,865143,6169-0,yes,yes,My partner right away knew the colors.,loved,speaker,yes,44
1504,656091,8571-7,no,yes,Nope,loved,listener,yes,43
1505,1265411,8963-3,yes,yes,Thank you!,loved,speaker,yes,46
1506,908580,3671-d,yes,yes,,liked,speaker,yes,49
1507,794428,7311-f,yes,yes,,loved,listener,yes,48
1508,572630,6334-2,yes,yes,,okay,listener,yes,46
1509,792194,0375-6,yes,yes,,liked,listener,yes,49
1510,1239486,4544-9,yes,yes,thanks,liked,speaker,yes,42
1511,1486497,0392-6,yes,yes,no,liked,speaker,yes,46
1512,766245,5334-3,yes,yes,,okay,speaker,yes,37
1513,612954,2712-6,yes,yes,Fun,okay,listener,no,42
1514,257246,9712-1,yes,yes,This game ended at round 10! I am not sure what happened..,loved,listener,yes,8
1515,1148618,3421-f,yes,yes,"Thanks,for being one of the few pairing us against real people!",loved,speaker,yes,43
1516,1324511,3636-f,yes,yes,"Great, thanks!",okay,listener,yes,40
1517,1052807,8274-0,yes,yes,no,liked,speaker,yes,47
1518,534413,4475-6,yes,yes,,loved,listener,yes,47
1519,1277967,6513-c,yes,yes,some were tough,loved,speaker,yes,42
1520,870595,4449-1,yes,yes,Great experiment!,loved,speaker,yes,43
1521,696502,8773-e,yes,yes,,liked,speaker,NA,47
1522,1180905,2362-3,yes,yes,Very good game. We got most of them correct all the way through. Great altogether.,loved,listener,yes,46
1523,1061162,6259-3,yes,yes,none,liked,speaker,yes,43
1524,1155299,3360-0,yes,yes,no,loved,speaker,yes,49
1525,1279584,6932-d,yes,yes,fun,loved,listener,yes,47
1526,661833,6334-2,no,yes,,okay,speaker,yes,46
1527,118795,2240-e,yes,yes,I don&quotechart know what happened.  My partner asked if we could start and I said yes and then I was taken to this page.  Not sure what to do...I don&quotechart want a rejection.,not much,listener,yes,0
1528,652217,7973-7,yes,yes,,liked,listener,yes,41
1529,2032972,6353-0,yes,yes,This was lots of fun,loved,speaker,yes,50
1530,837917,3963-6,yes,yes,,liked,listener,yes,40
1531,774737,8080-9,yes,yes,no,liked,speaker,yes,46
1532,1088673,4235-3,yes,yes,Thank you for the experiment!,loved,speaker,yes,46
1533,751991,0580-7,yes,yes,,okay,speaker,yes,46
1534,2799115,1369-5,yes,yes,I go to get my eyes checked or a better computer,loved,speaker,yes,39
1535,1231602,6513-c,yes,yes,,okay,listener,yes,42
1536,847111,0217-e,yes,yes,,loved,speaker,yes,50
1537,837800,9841-e,yes,yes,,loved,speaker,yes,42
1538,1079126,5736-5,yes,yes,I truly loved doing this! Thank you!,loved,listener,yes,44
1539,799471,1971-c,yes,yes,,loved,speaker,yes,49
1540,820542,9202-f,yes,yes,,liked,speaker,yes,44
1541,754014,8571-7,yes,yes,"Fun HIT, thanks",loved,speaker,yes,43
1542,1280051,7708-f,no,yes,,loved,speaker,yes,42
1543,1218827,2375-f,yes,yes,,okay,listener,yes,48
1544,882192,3671-d,yes,yes,,loved,listener,yes,49
1545,662947,5523-0,yes,yes,,liked,speaker,yes,48
1546,929345,5266-c,yes,yes,"Great, thanks.",liked,listener,yes,49
1547,731138,2919-4,yes,yes,,loved,listener,yes,41
1548,809145,1971-c,yes,yes,loved this HIT!,loved,listener,yes,49
1549,877456,3963-6,yes,yes,,liked,speaker,yes,40
1550,1073470,3421-f,yes,yes,,liked,listener,yes,43
1551,1072869,5539-6,yes,yes,,loved,speaker,yes,46
1552,1383525,7797-f,yes,yes,Very interesting,loved,speaker,yes,42
1553,809078,0762-d,yes,yes,Fun! Thanks!!!,loved,speaker,yes,49
1554,719264,3332-5,yes,yes,,liked,speaker,yes,37
1555,2081093,6353-0,yes,yes,,loved,listener,yes,50
1556,774990,3043-1,yes,yes,,liked,listener,yes,46
1557,306146,6035-e,yes,yes,It just ended suddenly,okay,speaker,yes,5
1558,627639,2712-6,no,yes,Thanks,liked,speaker,yes,42
1559,550921,8994-5,yes,yes,,okay,speaker,yes,44
1560,637817,0261-d,yes,yes,,loved,listener,yes,45
1561,791235,2641-2,yes,yes,,loved,speaker,yes,45
1562,785592,2641-2,yes,yes,My partner was great!  They did a wonderful job communicating and describing things!,loved,listener,yes,45
1563,1213914,2409-5,yes,yes,None,not much,listener,yes,47
1564,809036,4449-1,yes,yes,,okay,listener,yes,43
1565,992519,2662-a,yes,yes,no,okay,speaker,yes,48
1566,1046067,1473-7,yes,yes,No comments,loved,speaker,yes,50
1567,1169899,2362-3,yes,yes,It was great!,loved,speaker,yes,46
1568,808717,1952-1,yes,yes,It was interesting to see how someone else described what I was seeing.,loved,listener,yes,30
1569,949489,9903-d,yes,yes,Thank you for allowing me to participate!,loved,speaker,yes,48
1570,1073704,6259-3,yes,yes,fun fun task thank you,loved,listener,yes,43
1571,1149560,3360-0,yes,yes,,okay,listener,yes,49
1572,801457,7564-3,yes,yes,Thanks!,liked,listener,yes,47
1573,1015241,5256-c,yes,yes,Thank you for the experiment!,loved,listener,yes,41
1574,1095694,5736-5,no,yes,None,okay,speaker,yes,44
1575,1282673,9300-8,yes,yes,It was fun and iteresting,liked,listener,yes,45
1576,676058,0261-d,yes,yes,I really liked this task!,loved,speaker,yes,45
1577,831328,9202-f,yes,yes,thank you!!,loved,listener,yes,44
1578,958514,9903-d,yes,yes,none,loved,listener,yes,48
1579,468103,6903-c,yes,yes,great study,loved,listener,yes,26
1580,551693,8141-d,yes,yes,Definitely was not given enough time to play 50 rounds. I was rather enjoying my game.,liked,speaker,yes,4
1581,2765432,1369-5,yes,yes,,liked,listener,yes,39
1582,859431,7473-b,yes,yes,,okay,listener,yes,48
1583,694693,0529-2,yes,yes,,liked,listener,yes,47
1584,774404,2002-0,yes,yes,Great experiment!,loved,speaker,yes,40
1585,533337,0239-9,yes,yes,,liked,listener,yes,16
1586,1520243,8455-f,yes,yes,My partner was a lot of fun,loved,speaker,yes,47
1587,1231121,4962-7,yes,yes,,liked,listener,yes,45
1588,1267664,4962-7,yes,yes,,liked,speaker,yes,45
1589,1198800,3596-8,yes,yes,,loved,listener,yes,48
1590,1235882,3596-8,yes,yes,no,loved,speaker,yes,48
1591,819384,6520-0,yes,yes,,liked,listener,yes,48
1592,652965,4941-4,yes,yes,,okay,speaker,yes,45
1593,511564,0239-9,yes,yes,"We only got to round 20 and it sent me here, I assume that&quotechars okay?",okay,listener,yes,16
1594,970039,4879-8,yes,yes,,okay,listener,yes,40
1595,1196078,8047-0,yes,yes,"It was the most enjoyment I&quotecharve had from an Mturk experiment, we worked very well together.",loved,speaker,yes,49
1596,1632237,9272-8,yes,yes,None,okay,listener,yes,42
1597,1416105,3059-d,yes,yes,I hope I wasn&quotechart breaking any rules by sometimes stating the actual color. I don&quotechart think I saw any info about that not being allowed.,loved,speaker,yes,45
1598,621159,3332-5,yes,yes,,not much,listener,yes,37
1599,695238,5697-a,yes,yes,Great.,okay,speaker,yes,42
1600,938420,6520-0,yes,yes,,liked,speaker,yes,48
1601,885890,0354-3,yes,yes,a little slow the other guy,okay,listener,yes,34
1602,774553,2002-0,yes,yes,,liked,listener,yes,40
1603,804008,4099-d,yes,yes,N/A,loved,listener,yes,48
1604,808716,8970-0,yes,yes,,loved,listener,yes,45
1605,145856,5182-9,yes,yes,IDEK what happened.  Did they quit again?,not much,listener,yes,2
1606,778548,8769-3,yes,yes,"I think my partner got timed out, I hope it is okay if I still submit it.",liked,speaker,yes,28
1607,753413,2664-4,yes,yes,,okay,speaker,yes,45
1608,707320,5510-1,yes,yes,,liked,speaker,yes,44
1609,1005324,3799-3,yes,yes,,loved,listener,yes,42
1610,1124081,9288-a,yes,yes,Took about 20 minutes.,okay,listener,yes,45
1611,1544296,5727-1,yes,yes,none,not much,listener,yes,38
1612,855195,8970-0,yes,yes,,liked,speaker,yes,45
1613,503567,2135-c,no,yes,no,okay,listener,yes,46
1614,698570,7973-7,yes,yes,,okay,speaker,yes,41
1615,1068382,0109-c,yes,yes,"More, more, more!!!",loved,listener,yes,48
1616,346300,7006-1,no,yes,None.,okay,speaker,yes,6
1617,1003001,7158-d,yes,yes,"This was fun, thank you!",loved,listener,yes,49
1618,945195,1776-b,yes,yes,,loved,speaker,yes,47
1619,1026993,2841-a,yes,yes,This one was fun!,loved,speaker,yes,42
1620,612325,4475-6,yes,yes,,okay,speaker,yes,47
1621,713615,7486-a,yes,yes,I&quotecharm really glad you posted these. They&quotecharre fun!,liked,listener,yes,48
1622,1188901,4544-9,yes,yes,,okay,listener,yes,42
1623,773317,7710-a,yes,yes,it was pretty fun!,liked,speaker,yes,46
1624,789531,7710-a,yes,yes,"That was fun.  Everyone I played against is so nice!  I love these. Interesting to see how people perceive the color purple lol.  Last guy kept saying pink for what I thought was clearly purple, but I got the hang of what he thought purple was.  Who knows who is right!",loved,listener,yes,46
1625,1046689,7095-8,yes,yes,None,liked,listener,yes,47
1626,874640,9776-7,yes,yes,It was interesting to learn how another person saw the colors differently.,liked,listener,yes,48
1627,1096259,9231-2,yes,yes,"Thank you, that was fun.",loved,listener,yes,40
1628,1170515,9946-1,yes,yes,None,liked,speaker,yes,45
1629,117805,2803-f,yes,yes,,liked,speaker,yes,0
1630,579153,3546-9,yes,yes,"Great, thanks.",okay,listener,yes,45
1631,639323,1274-7,yes,yes,no,liked,listener,yes,46
1632,1181537,5626-3,yes,yes,It was fun and difficult. Maybe it would be more accurate if you had a color test before hand so you can be paired with someone who&quotechars screen is set like your own.,loved,speaker,yes,42
1633,1118507,7727-b,yes,yes,Great hit,loved,speaker,yes,46
1634,1101437,7095-8,yes,yes,that was different and fun. Thank You,liked,speaker,yes,47
1635,718670,0529-2,yes,yes,,okay,speaker,yes,47
1636,3024519,0433-7,yes,yes,"This was fun and yet, made me communicate very exactly and well",loved,speaker,yes,47
1637,1126429,9288-a,yes,yes,,loved,speaker,yes,45
1638,1044199,8274-0,yes,yes,,loved,listener,yes,47
1639,807589,4099-d,yes,yes,Interesting!  I really enjoyed it.,liked,speaker,yes,48
1640,653850,8769-3,yes,yes,,liked,listener,yes,27
1641,654769,1274-7,yes,yes,My partner struggled a bit in identifying the colors but it was interesting to work together.,not much,speaker,yes,46
1642,1210717,8047-0,yes,yes,"Oh my god, that was the most fun I ever had! This was a great HIT to pair up with a turker! I loved every minute of it! Hope you&quotecharll do more of those in the future!!!! Thank you soo much!",loved,listener,yes,49
1643,716261,4261-9,yes,yes,,liked,speaker,yes,41
1644,910924,1776-b,yes,yes,,liked,listener,yes,47
1645,754928,0069-8,yes,yes,Fun Experiment!,liked,speaker,yes,48
1646,748178,4764-2,yes,yes,,okay,speaker,yes,49
1647,224273,2813-0,NA,NA,"Hi, the hit jumped to the end before starting. Here&quotechars a link to the screen:  https://rxdhawkins.me:8888/colorReference/index.html?workerId=AO1QGAUZ85T6L&assignmentId=3QAVNHZ3EM4E7AGIDWPANMSNBBRALZ&hitId=3O2Y2UIUCQUVXBHEDAUZX4VFSXVFKO&turkSubmitTo=https://www.mturk.com",NA,speaker,NA,0
1648,1606521,5727-1,no,yes,it wasn&quotechart that easy at times,liked,speaker,yes,38
1649,958880,5266-c,yes,yes,,loved,speaker,yes,49
1650,1078593,8464-1,yes,yes,none,liked,speaker,yes,48
1651,682449,2306-2,yes,yes,,loved,speaker,yes,43
1652,675621,5697-a,yes,yes,,liked,listener,yes,42
1653,2021722,6459-4,yes,yes,It took 35 minutes to complete this. I was often staring at a blank screen while I waited for my partner to even start typing. I&quotecharm pretty sure they were doing other tasks while completing this rather than giving it their full attention which was highly frustrating to me. Their clues were good but the delay in giving the clues outweighs the value of their clues in my overall perception of the experience working with them.,not much,listener,yes,42
1654,1038015,9709-7,yes,yes,,loved,speaker,yes,47
1655,638726,8343-d,yes,yes,No.,okay,listener,yes,44
1656,826187,0375-6,yes,yes,"very interesting and different
",loved,speaker,yes,49
1657,597465,7611-1,yes,yes,Great partner!,loved,listener,yes,45
1658,519431,2135-c,no,yes,"My partner chose their options generally very quickly, which is why I thought it might be a computer.",liked,speaker,yes,46
1659,711453,7486-a,yes,yes,Very fun!,loved,speaker,yes,48
1660,865976,7473-b,yes,yes,,liked,speaker,yes,48
1661,996487,1020-a,yes,yes,,okay,speaker,yes,48
1662,913340,9973-5,yes,yes,,loved,speaker,yes,47
1663,815045,3034-c,yes,yes,,okay,listener,no,42
1664,797581,9601-f,yes,yes,No.,okay,listener,yes,47
1665,968256,8978-9,yes,yes,It was interesting coming up with ways to describe the colors that someone else might understand,liked,speaker,yes,46
1666,794926,0762-d,yes,yes,fun,loved,listener,yes,49
1667,817450,0217-e,yes,yes,,loved,listener,yes,50
1668,582201,3546-9,yes,yes,,okay,speaker,yes,45
1669,1036518,8464-1,yes,yes,,liked,listener,yes,48
1670,874657,2344-0,yes,yes,,okay,speaker,yes,45
1671,1021865,4879-8,yes,yes,Fun HIT! Would love to know the purpose of the experiment.,okay,speaker,yes,40
1672,987015,3354-3,yes,yes,no,liked,speaker,yes,29
1673,766606,3043-1,yes,yes,,okay,speaker,yes,46
1674,864901,1079-0,yes,yes,no,loved,listener,yes,45
1675,1272656,1410-0,yes,yes,Very enjoyable HIT!,liked,speaker,yes,44
1676,779274,2851-a,yes,yes,no,okay,listener,yes,43
1677,1061998,0109-c,yes,yes,,liked,speaker,yes,48
1678,1573621,3788-d,yes,yes,Great partner!,loved,listener,yes,46
1679,802874,5528-c,yes,yes,,loved,listener,yes,49
1680,954192,2841-a,yes,yes,great hits!!!!,loved,listener,yes,42
1681,795347,9947-c,yes,yes,,loved,listener,yes,46
1682,959047,5456-5,yes,yes,,liked,speaker,yes,45
1683,648722,2306-2,yes,yes,,liked,listener,yes,43
1684,731769,2919-4,yes,yes,that was fun - I think we matched up on 47 of them,loved,speaker,yes,41
1685,1116782,9714-3,yes,yes,great,liked,speaker,yes,42
1686,1490032,0392-6,yes,yes,,okay,listener,yes,46
1687,1132733,9946-1,yes,yes,,okay,listener,yes,45
1688,983956,2647-a,yes,yes,,loved,listener,yes,46
1689,947865,2662-a,yes,yes,no,liked,listener,yes,48
1690,1291409,0137-f,yes,yes,Thank you!,loved,listener,yes,46
1691,752256,4655-f,yes,yes,Fun,liked,listener,no,42
1692,422075,6261-f,yes,yes,want to do it again.  I didnt know there was a time limit though,okay,speaker,yes,15
1693,871562,0856-3,yes,yes,"I think my partner saw greens as a little more blue than it looked on my monitor, but I was able to get the clues pretty fast. interesting hit. and a little easier for the listener I think",loved,listener,yes,45
1694,1142009,9231-2,yes,yes,It froze or something at round 42.,loved,speaker,yes,39
1695,1108603,4216-9,yes,yes,"This was the most fun I have had on MTurk, thank you so much!",loved,speaker,yes,46
